subject,age,education,ethnicity,gender,gender_other,language,marital,origin,race,race_other,strat_categorize_aud,strat_categorize_vis,strat_image_aud,strat_image_vis,strat_rehearsal_aud,strat_rehearsal_vis,strat_spatial_aud,strat_spatial_vis,strat_story_aud,strat_story_vis,strat_other,wrote_notes,distracted
MTK0832,24,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,52,62,20,50,16,16,18,28,21,51,,0,0
MTK0833,45,Master's degree,Not Hispanic,Female,,English,Single,United States,White,,12,12,65,65,40,40,0,0,54,54,,0,0
MTK0834,41,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,97,97,40,40,75,75,0,0,10,10,Mainly categories!,0,0
MTK0837,27,Some college,Not Reported,Female,,English,Single,United States,White,,63,64,40,71,46,37,63,63,80,80,n/a,1,0
MTK0838,35,Associate degree,Not Hispanic,Male,,English,Single,United States,White,,100,100,0,0,85,85,0,0,20,20,,0,0
MTK0839,35,High school diploma,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,84,84,17,22,86,86,0,0,49,51,n/a,0,0
MTK0841,42,Master's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,76,75,52,52,0,50,17,16,9,9,,0,0
MTK0842,45,Associate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,92,92,11,11,92,92,0,0,2,2,,0,0
MTK0843,31,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,70,92,64,32,67,67,27,31,55,50,"I love animals, and my passion is zoology so the animals seemed to be easy to recall, but I was able to group things together as well, such as suitcase/briefcase/sheriff/county, etc. I rather enjoyed this!",0,0
MTK0844,32,Bachelor's degree,Not Hispanic,Female,,ARABIC,Married/Domestic Partnership,Lebanon,White,,26,46,13,13,51,29,2,5,36,22,,1,0
MTK0845,38,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,Afghanistan,White,,90,89,93,39,8,8,84,84,66,93,"I tried associating them with something or someone. For instance, my father in law likes radishes, collects coins, hates balloons, and those three were all together. ",0,0
MTK0846,25,Bachelor's degree,Hispanic,Female,,spanish,Married/Domestic Partnership,United States,White,,94,100,81,100,94,100,10,0,91,100,,1,0
MTK0847,29,Bachelor's degree,Not Hispanic,Male,,English,Single,United Kingdom,White,,76,82,47,65,91,95,54,54,68,64,n/a,0,0
MTK0848,47,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,Asian,,81,81,43,13,92,92,6,5,84,83,just repeating the words into my mind,0,0
MTK0849,43,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,64,89,86,77,65,54,40,49,82,71,I tried to use clever rhyming phrases that would stick out in my mind;ie turkey lurky. ,0,0
MTK0854,47,Bachelor's degree,Not Hispanic,Male,,Hindi,Married/Domestic Partnership,India,Asian,,55,29,51,35,57,40,52,31,37,58,"Relate things, animals etc in groups",0,0
MTK0855,33,High school diploma,Hispanic,Male,,English,Single,United States,White,,2,4,99,96,0,1,1,1,93,88,N/A,0,0
MTK0856,59,Some college,Not Hispanic,Male,,English,Widowed,United States,White,,60,48,100,51,17,44,56,29,46,46,"I tried to speak each word, tried to say them in order, but the list both spoken and flashed were far to quick for me to rely on that method, I mostly tried to get an image association, something personal.",0,0
MTK0857,42,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,100,100,49,0,100,100,0,0,0,0,,0,0
MTK0858,53,Master's degree,Not Hispanic,Female,,English,Divorced,United States,Black,,44,45,49,100,47,48,38,39,51,52,Repeating the words aloud ,0,1
MTK0860,32,Some college,Not Hispanic,Male,,English,Single,United States,Black,,33,34,100,100,4,5,56,56,100,100,None to speak of.,0,0
MTK0862,28,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,Black,,16,98,68,95,43,86,68,95,16,94,,0,0
MTK0863,48,Master's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,New Zealand,White,,10,15,30,40,60,80,0,0,5,0,"I tried to combine 1 & 2. E.g. picturing a turtle eating a lettuce leaf and some fruit while standing on a plate in a cupboard, illuminated by a lamp.",0,0
MTK0864,43,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,58,57,72,48,82,79,50,50,55,55,,0,0
MTK0865,39,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,88,97,57,48,87,94,69,77,81,79,na,0,0
MTK0866,42,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,87,87,68,68,76,75,12,12,87,87,"If a word came up that related to myself of my surroundings, I would relate it to that to remember.  i.e., arm~I broke my arm many years ago and had to have surgery to repair the damage.  I have a large scar on my arm, so when I heard the word 'arm' I immediately looked down at my arm and the word stuck.  ",0,0
MTK0867,46,Associate degree,Not Hispanic,Male,,English,Single,United States,White,,0,0,20,25,25,25,0,0,70,74,,0,0
MTK0868,40,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,81,69,70,91,5,4,91,91,100,100,,0,0
MTK0870,32,Some college,Not Hispanic,Female,,English,Single,United States,White,,85,98,70,77,32,33,2,3,78,91,,0,0
MTK0871,36,Some college,Not Hispanic,Male,,english,Single,United States,White,,84,84,0,0,0,0,0,0,96,93,"while creating a story of the listed words, I would also repeat earlier words from the same section if they were in a similar group.  ",0,0
MTK0873,38,Master's degree,Not Hispanic,Female,,English,Divorced,United States,Black,,31,76,34,71,49,57,39,61,37,52,,0,0
MTK0874,55,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,31,31,0,0,100,100,0,0,0,0,,0,0
MTK0875,45,Associate degree,Not Hispanic,Female,,English,Single,United States,White,,95,95,9,9,85,85,10,10,20,20,N/A,0,0
MTK0876,25,Some college,Not Hispanic,Female,,Bulgarian,Married/Domestic Partnership,Bulgaria,White,,12,19,99,99,10,20,0,0,94,94,"I was visualizing words that came one after the other together. Like a someone in a ""mummy"" ""costume"" in a ""barrel"" with a ""sparrow"" on their head in the back of a pickup truck with a ""cook"" being the ""driver"", a ""viking"" on a ""dragon"", a ""shark"" being a ""farmer"", an ""actress"" in a ""motel"" room with a ""dresser"", ""antler""s on the wall, looking at a ""sunrise"" out the window when suddenly she becomes the ""victim"" of a murder, etc.",0,0
MTK0877,28,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,99,99,70,33,48,41,67,70,68,69,n/a,0,0
MTK0878,32,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,Black,,44,22,91,91,53,53,42,40,29,26,,0,0
MTK0879,32,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,60,64,32,70,90,90,1,1,0,0,,0,0
MTK0881,34,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,White,,93,98,23,63,15,16,34,51,70,23,,1,0
MTK0882,68,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,52,52,51,51,0,0,0,0,78,78,,0,0
MTK0885,28,Some college,Not Hispanic,Male,,Vietnamese,Single,United States,Asian,,30,30,70,70,30,50,20,40,0,0,,0,0
MTK0886,27,Some college,Not Hispanic,Female,,english,Single,United States,White,,76,52,24,39,89,69,0,0,6,8,,0,0
MTK0887,41,High school diploma,Not Hispanic,Female,,english,Single,United States,White,,28,47,48,47,0,0,4,5,1,47,repeating words,0,0
MTK0888,42,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,28,28,100,100,0,0,100,100,100,100,"Each new list started a new visualization, where I saw each of the words being represented in a scenario. Fr example, I imagined an ACTOR (Johnny Depp) wearing an APRON, and announcing he will be my SERVER outside of a WARDROBE I was picking a BLOUSE out of while on a CLOUD because I just died due to a VIRUS, and oh look, there is a DRAGON that looks like a PUPPY (Falcor). It was fun. And challenging. lol",0,0
MTK0889,33,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,80,92,100,77,100,100,37,43,53,48,,0,0
MTK0891,36,Bachelor's degree,Not Hispanic,Male,,english,Single,United States,White,,74,81,100,100,47,47,90,88,100,100,,1,0
MTK0892,35,Bachelor's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,Asian,,80,80,75,50,100,100,0,0,0,0,,1,0
MTK0893,42,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,100,100,0,88,80,81,0,0,0,0,"Besides the category strategy, when I heard popcorn, that was easy because I had a bag in front of me of popcorn. Also, sister was easy since I have sister or mailman when there is mail laying on my desk. ",0,0
MTK0895,26,Some college,Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,82,82,77,59,76,76,13,1,5,4,,1,0
MTK0896,28,Master's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,38,29,73,48,44,47,0,0,0,0,,0,0
MTK0897,37,Bachelor's degree,Not Hispanic,Female,,hungarian,Married/Domestic Partnership,Hungary,White,,92,76,96,83,49,42,44,40,98,79,,0,0
MTK0898,32,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,82,81,51,50,32,33,21,24,65,59,,0,0
MTK0899,30,Bachelor's degree,Not Hispanic,Female,,english,Single,United States,Native Hawaiian/Pacific Islander|White,,96,96,94,94,10,10,3,4,86,86,,0,0
MTK0900,35,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,100,100,83,62,71,81,61,49,70,90,NA,0,0
MTK0901,31,Some college,Not Hispanic,Female,,English,Single,United States,Black,,74,82,6,4,64,84,3,4,3,1,no,0,0
MTK0902,42,Associate degree,Not Hispanic,Female,,English,Divorced,United States,Black,,55,54,86,88,29,29,5,5,86,84,None,0,0
MTK0904,45,Doctorate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Asian|White,,53,53,0,0,81,81,0,0,2,2,,1,0
MTK0905,61,Master's degree,Not Hispanic,Female,,English,Divorced,United States,White,,88,88,39,20,83,83,0,1,4,4,grouping words with the same first letter,0,0
MTK0906,33,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,100,100,100,100,50,0,0,0,0,0,,0,0
MTK0909,45,Some college,Not Hispanic,Male,,English,Single,United States,Black,,87,87,100,100,8,8,8,7,9,9,,1,0
MTK0910,49,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,Canada,White,,70,81,65,75,5,5,55,60,20,30,"I would really pick up on words that had to do with me. For example - puppy - I have 2, postage - I was addressing cards today. I tried to relate words to things I was doing or are really relevant to me. ",0,0
MTK0911,30,Some college,Not Hispanic,Male,,english,Single,United States,White,,27,27,0,0,100,100,0,0,0,0,,0,0
MTK0912,27,Not Reported,Not Reported,Female,,English,Not Reported,United States,Black,,36,52,24,23,25,39,10,3,43,59,,0,0
MTK0913,40,Bachelor's degree,Not Hispanic,Male,,english,Divorced,United States,White,,54,78,27,78,32,10,1,8,17,35,"NONE

***I need to add that in one of the last trials, after the adding numbers, the cross appeared in the middle of the screen and immediately went to an answer box without any audio or visual words presented first. All the other trails worked fine.",0,0
MTK0914,33,Associate degree,Not Hispanic,Male,,english,Single,United States,Black,,4,69,28,35,4,3,4,4,25,30,none,0,0
MTK0915,34,Master's degree,Not Hispanic,Female,,english,Divorced,United States,Black,,75,76,39,55,68,51,9,6,68,66,,0,0
MTK0916,30,High school diploma,Not Hispanic,Male,,english,Single,United States,Black,,65,63,84,59,85,84,76,79,34,60,,0,1
MTK0917,31,Doctorate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,77,78,32,43,34,38,37,45,37,32,,0,0
MTK0920,34,Bachelor's degree,Not Reported,Male,,english,Married/Domestic Partnership,United States,Asian|Native Hawaiian/Pacific Islander|White,,26,33,72,10,62,22,17,32,71,23,,0,0
MTK0923,26,Bachelor's degree,Not Hispanic,Female,,english,Single,United States,White,,27,24,44,31,33,23,5,6,37,31,"tried to remember sets, sometimes a couple of them went together, so remember one of them brought up the other.",0,0
MTK0924,23,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,31,36,100,0,64,59,0,0,0,100,,0,0
MTK0925,33,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,70,85,75,70,100,100,0,0,0,0,It goes along with number 4 (which I guess is meaning repeating the words internally in the mind) - I also repeated them continually out loud to try and get them in my mind to remember and to also remember in as best a sequence as I could.,0,0
MTK0926,24,Bachelor's degree,Not Hispanic,Female,,24,Single,United States,White,,8,58,12,82,78,70,70,73,29,79,,0,0
MTK0927,29,Some college,Not Hispanic,Female,,ENGLISH,Married/Domestic Partnership,United States,Black,,77,81,11,100,83,80,19,20,52,54,I SANG THE WORDS OUTLOUD SO THAT I COULD AT LEAST REMEMBER THEM,1,0
MTK0928,54,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,87,72,42,48,51,47,50,50,39,47,,0,0
MTK0929,55,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,White,,90,90,20,20,80,80,90,90,10,10,,0,0
MTK0930,30,Less than diploma,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,65,56,51,38,17,29,58,64,19,35,I kept repeating words over and over in my head as I viewed the list that appeared each trial.,1,0
MTK0931,29,Some college,Hispanic,Male,,English,Single,United States,White,,100,100,0,100,100,100,0,0,0,0,n/a,0,0
MTK0932,27,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,81,77,60,80,45,93,67,89,87,87,I tried to repeat the words in my head.,1,0
MTK0933,33,Associate degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,68,68,49,49,87,87,0,0,22,22,,1,0
MTK0934,19,Some college,Not Hispanic,Female,,English,Single,United States,Black,,69,92,41,91,81,91,85,93,59,69,,1,0
MTK0935,33,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,Black,,21,63,36,55,13,26,24,60,80,39,I used no strategies,0,0
MTK0936,34,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,99,52,89,70,95,95,15,19,95,77,,0,0
MTK0937,39,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,36,36,100,100,0,0,100,100,100,100,i just tried to create an image with the words. Like a jury with orange faces holding a shovel and hammer.,0,0
MTK0938,44,Associate degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,41,41,38,19,30,48,20,20,41,31,,0,0
MTK0939,48,Bachelor's degree,Not Hispanic,Female,,english,Not Reported,United States,Black,,85,84,80,75,76,76,60,61,57,57,none,0,0
MTK0940,37,Associate degree,Not Hispanic,Female,,english,Single,United States,Black,,77,77,64,64,10,10,0,0,0,0,"I only tried to memorize them, I didn't use any other strategies.  ",0,0
MTK0941,55,Bachelor's degree,Not Hispanic,Female,,english,Divorced,United States,White,,90,89,91,91,72,72,6,6,90,90,I try to remember the first few words and then the last ones. If I can remember any in the middle its a plus. ,0,0
MTK0944,58,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,81,81,57,57,70,70,0,0,70,70,,0,0
MTK0946,40,Some college,Not Hispanic,Female,,ENGLISH,Separated,United States,Black,,53,93,77,68,16,19,40,52,89,89,N/A,1,0
MTK0947,26,Associate degree,Not Hispanic,Male,,english,Single,United States,Black,,76,77,100,100,100,100,0,0,0,0,no other strategy,0,0
MTK0950,35,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,97,97,74,74,70,99,2,1,5,5,n/a,1,0
MTK0952,59,Some college,Not Hispanic,Male,,English ,Married/Domestic Partnership,United States,White,,93,93,75,4,96,50,1,1,0,0,,1,0
